-0.1741 -1.8240 -0.1877 0.0365 0.28
0.4469 1.9259 -0.6724 0.0686 0.07
-0.1703 -1.0813 -0.1424 0.0271 0.10
0.2945 1.3156 -0.4401 0.0478 0.04
0.6210 3.7499 -0.4847 0.0321 0.28
0.0038 0.7427 0.0453 -0.0094 0.22
0.4686 3.1396 -0.2523 0.0113 0.29
0.4649 2.3969 -0.2976 0.0207 0.12
