-0.0992 -0.5749 -0.2427 0.0365 -0.5277 -0.1158 0.0086 -0.0337 0.08
0.4362 1.7138 -0.6096 0.0585 0.1399 -0.0572 0.0000 0.0578 0.07
-0.1430 -0.5925 -0.2220 0.0366 -0.2521 0.0198 0.0015 -0.0452 0.08
0.2733 0.7851 -0.1993 0.0159 0.3745 -0.1357 0.0149 0.0057 0.02
0.5355 2.2887 -0.3669 0.0220 0.6676 0.0587 -0.0086 0.0915 0.09
-0.0438 -0.0176 0.0207 0.0001 0.2755 0.1356 -0.0071 -0.0114 0.02
0.3725 1.3600 0.0434 -0.0206 0.9022 -0.0199 0.0062 0.0394 0.10
0.4163 1.3776 0.0227 -0.0206 0.6267 -0.1555 0.0133 0.0509 0.10
