 -0.0940    -0.5310    -0.0974     0.0052 
  0.3931     0.7250    -0.0927     0.0032 
  -0.1235    -0.3289    -0.0582     0.0033 
   0.2566     0.5086    -0.0678     0.0032 
  0.4871     1.2560     0.0047    -0.0020 
  -0.0294     0.2021     0.0392    -0.0019 
   0.3506     1.0397     0.0296    -0.0020 
   0.3800     0.8376    -0.0097    -0.0001 
