-0.1005 -0.5358 -0.1207 0.0082 -0.0272 0.1270 -0.0205 -0.0176 0.08
0.4341 1.7705 -0.4126 0.0130 -1.6834 -0.0036 -0.0463 0.5242 0.07
-0.1433 -0.5200 -0.1086 0.0087 0.2110 0.3126 -0.0301 -0.0669 0.08
0.2726 0.7978 -0.1449 0.0035 -0.4358 -0.1458 0.0025 0.1990 0.02
0.5345 2.3063 -0.2919 0.0049 -1.6562 -0.1306 -0.0257 0.5419 0.09
-0.0428 0.0158 0.0122 0.0005 0.2382 0.1855 -0.0096 -0.0493 0.02
0.3731 1.3335 -0.0242 -0.0047 -0.4086 -0.2729 0.0230 0.2166 0.10
0.4159 1.3177 -0.0364 -0.0052 -0.6468 -0.4584 0.0326 0.2659 0.10
